Номер победы	Партия	Дата запуска	Код	Номенклатура	Количество в заказе	Перемещено	Дефицит	Обеспечена МП	Обеспечена метизы	Пометка удаления	Заказчик	Спецификация	Изделие
921753	1	08.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,05666667		0,05666667	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11267	Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	98,05176471		98,05176471	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	30,43647059	30,436	0,00047059	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	36,18701299	36,187	0,00001299	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	12986	Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	453,95844156	853,958	-399,99955844	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	32,02727273	32,027	0,00027273	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	48,90941176		48,90941176	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,29569892		1,29569892	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11265	Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014	3,73333333		3,73333333	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	19,80967742		19,80967742	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	124,08602151		124,08602151	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11284	Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	198,74352941		198,74352941	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	12036	Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	207,7173913		207,7173913	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	12037	Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	409,98		409,98	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	12146	Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	256,77849462		256,77849462	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921753	1	08.02.2020	11285	Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	46,32631579		46,32631579	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921753//Опора анкерная (концевая) АО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1"
921754	1	08.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,03444444		0,03444444	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11267	Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	98,05176471		98,05176471	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	30,43647059	30,436	0,00047059	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	36,18701299	36,187	0,00001299	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	12986	Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	453,95844156	853,958	-399,99955844	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	31,71136364	31,711	0,00036364	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	15205	Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	48,90941176		48,90941176	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,29462366		1,29462366	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11265	Круг 16 ГОСТ 2590-88 09Г2С-12 ГОСТ 19281-2014	3,73333333		3,73333333	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	19,80967742		19,80967742	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	124,38709677		124,38709677	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11291	Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	234		234	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	12037	Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	409,98		409,98	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	12146	Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	256,77849462		256,77849462	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	11285	Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	51,30210526		51,30210526	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921754	1	08.02.2020	00-00000512	Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	217,2		217,2	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363319/1670Д, Спецификация №  1 от 02.11.2019	"921754//Опора анкерная угловая АУО10Г-1УМ Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001 ; Подставка повышающая П1.1"
921900	1	23.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	17,09090909		17,09090909	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019	"921900//Прожекторная мачта   ПМС-25 Чертеж 7522914/0934Д-33-860303-АС-Ч-017; Наголовник М42 Проект:"
921900	1	23.02.2020	796	Лист 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014	69,10344828		69,10344828	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019	"921900//Прожекторная мачта   ПМС-25 Чертеж 7522914/0934Д-33-860303-АС-Ч-017; Наголовник М42 Проект:"
921901	1	23.02.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	17,09090909		17,09090909	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019	"921901//Прожекторная мачта   ПМС-25 Чертеж 7522914/0934Д-33-860101-АС-Ч-017; Наголовник М42 Проект:"
921901	1	23.02.2020	796	Лист 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014	69,10344828		69,10344828	Нет	Нет	Нет	РН-СНАБЖЕНИЕ ООО	7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019	"921901//Прожекторная мачта   ПМС-25 Чертеж 7522914/0934Д-33-860101-АС-Ч-017; Наголовник М42 Проект:"
921570	1	15.01.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,53333333		0,53333333	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	11269	Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	3 618,32470588	3 619	-0,67529412	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	11280	Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1 944,56103896	1 945	-0,43896104	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	211,14545455	212	-0,85454545	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	11275	Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	15 689,47826087	15 690	-0,52173913	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	11292	Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 27772-2015	7 814,82666667	7 260	554,82666667	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	12039	Уголок 63х63х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	364,59354839	365	-0,40645161	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	12146	Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	25 848,30967742	25 849	-0,69032258	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
921570	1	15.01.2020	15135	Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	5 763,27741935	5 764	-0,72258065	Да	Нет	Нет	СТРОЙИНВЕСТ ПСК ООО	ПСК-СИ 325/19, Спецификация №  1 от 21.10.2019	921570//Промежуточная опора П110-5Впг Проект: 11520тм
